pgmigrate_success 3424861
pgmigrate_fail 652977
thp_fault_alloc 0
thp_fault_fallback 0
thp_collapse_alloc 0
thp_collapse_alloc_failed 0
thp_file_alloc 0
thp_file_mapped 0
thp_split_page 0
thp_split_page_failed 0
thp_deferred_split_page 0
thp_split_pmd 0
thp_split_pud 0
thp_zero_page_alloc 0
thp_zero_page_alloc_failed 0
thp_swpout 0
thp_swpout_fallback 0
MemTotal:       551165144 kB
MemFree:        530632740 kB
MemAvailable:   529678744 kB
Buffers:           78100 kB
Cached:           423512 kB
SwapCached:            4 kB
Active:           119540 kB
Inactive:         886384 kB
Active(anon):      84384 kB
Inactive(anon):   595848 kB
Active(file):      35156 kB
Inactive(file):   290536 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097148 kB
SwapFree:        2096636 kB
Dirty:                36 kB
Writeback:             0 kB
AnonPages:        672884 kB
Mapped:           385524 kB
Shmem:              6208 kB
KReclaimable:     259724 kB
Slab:             674524 kB
SReclaimable:     259724 kB
SUnreclaim:       414800 kB
KernelStack:       31728 kB
PageTables:        28088 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    277679720 kB
Committed_AS:    6710836 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      103084 kB
VmallocChunk:          0 kB
Percpu:           117824 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      904680 kB
DirectMap2M:     9017344 kB
DirectMap1G:    1181745152 kB
