pgmigrate_success 17560291
pgmigrate_fail 1164168
thp_fault_alloc 0
thp_fault_fallback 0
thp_collapse_alloc 0
thp_collapse_alloc_failed 0
thp_file_alloc 0
thp_file_mapped 0
thp_split_page 0
thp_split_page_failed 0
thp_deferred_split_page 0
thp_split_pmd 0
thp_split_pud 0
thp_zero_page_alloc 0
thp_zero_page_alloc_failed 0
thp_swpout 0
thp_swpout_fallback 0
MemTotal:       553353424 kB
MemFree:        502597304 kB
MemAvailable:   532121868 kB
Buffers:           65488 kB
Cached:         31359988 kB
SwapCached:            4 kB
Active:            52184 kB
Inactive:       31796208 kB
Active(anon):      17292 kB
Inactive(anon):   570012 kB
Active(file):      34892 kB
Inactive(file): 31226196 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097148 kB
SwapFree:        2096892 kB
Dirty:                20 kB
Writeback:             0 kB
AnonPages:        582000 kB
Mapped:           389472 kB
Shmem:              6204 kB
KReclaimable:     349280 kB
Slab:             730500 kB
SReclaimable:     349280 kB
SUnreclaim:       381220 kB
KernelStack:       31808 kB
PageTables:        27848 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    278773860 kB
Committed_AS:    6593040 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      103204 kB
VmallocChunk:          0 kB
Percpu:           117376 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     1109480 kB
DirectMap2M:     7763968 kB
DirectMap1G:    1182793728 kB
