pgmigrate_success 3930271
pgmigrate_fail 4081486
thp_fault_alloc 0
thp_fault_fallback 0
thp_collapse_alloc 0
thp_collapse_alloc_failed 0
thp_file_alloc 0
thp_file_mapped 0
thp_split_page 0
thp_split_page_failed 0
thp_deferred_split_page 0
thp_split_pmd 0
thp_split_pud 0
thp_zero_page_alloc 0
thp_zero_page_alloc_failed 0
thp_swpout 0
thp_swpout_fallback 0
MemTotal:       547614928 kB
MemFree:        527628676 kB
MemAvailable:   526717904 kB
Buffers:          172384 kB
Cached:           488880 kB
SwapCached:          532 kB
Active:           109064 kB
Inactive:         815220 kB
Active(anon):      39768 kB
Inactive(anon):   568600 kB
Active(file):      69296 kB
Inactive(file):   246620 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097148 kB
SwapFree:        2094076 kB
Dirty:                36 kB
Writeback:             0 kB
AnonPages:        603212 kB
Mapped:           369456 kB
Shmem:              6196 kB
KReclaimable:     313824 kB
Slab:             722476 kB
SReclaimable:     313824 kB
SUnreclaim:       408652 kB
KernelStack:       32800 kB
PageTables:        29244 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    275904612 kB
Committed_AS:    7002044 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      103624 kB
VmallocChunk:          0 kB
Percpu:           118720 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      937448 kB
DirectMap2M:     7936000 kB
DirectMap1G:    1182793728 kB
