pgmigrate_success 2280838
pgmigrate_fail 797092
thp_fault_alloc 0
thp_fault_fallback 0
thp_collapse_alloc 0
thp_collapse_alloc_failed 0
thp_file_alloc 0
thp_file_mapped 0
thp_split_page 0
thp_split_page_failed 0
thp_deferred_split_page 0
thp_split_pmd 0
thp_split_pud 0
thp_zero_page_alloc 0
thp_zero_page_alloc_failed 0
thp_swpout 0
thp_swpout_fallback 0
MemTotal:       548347096 kB
MemFree:        527351872 kB
MemAvailable:   526400356 kB
Buffers:          182240 kB
Cached:           557980 kB
SwapCached:            8 kB
Active:           168052 kB
Inactive:         765328 kB
Active(anon):     109164 kB
Inactive(anon):   578788 kB
Active(file):      58888 kB
Inactive(file):   186540 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097148 kB
SwapFree:        2096636 kB
Dirty:                44 kB
Writeback:             0 kB
AnonPages:        683216 kB
Mapped:           364788 kB
Shmem:              6248 kB
KReclaimable:     311664 kB
Slab:             735140 kB
SReclaimable:     311664 kB
SUnreclaim:       423476 kB
KernelStack:       32112 kB
PageTables:        29820 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    276270696 kB
Committed_AS:    7161956 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      103648 kB
VmallocChunk:          0 kB
Percpu:           119616 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      847336 kB
DirectMap2M:     9074688 kB
DirectMap1G:    1181745152 kB
