pgmigrate_success 24352303
pgmigrate_fail 87231
thp_fault_alloc 0
thp_fault_fallback 0
thp_collapse_alloc 0
thp_collapse_alloc_failed 0
thp_file_alloc 0
thp_file_mapped 0
thp_split_page 0
thp_split_page_failed 0
thp_deferred_split_page 0
thp_split_pmd 0
thp_split_pud 0
thp_zero_page_alloc 0
thp_zero_page_alloc_failed 0
thp_swpout 0
thp_swpout_fallback 0
MemTotal:       1093385424 kB
MemFree:        1073181144 kB
MemAvailable:   1071001956 kB
Buffers:            6152 kB
Cached:           407472 kB
SwapCached:            4 kB
Active:           119016 kB
Inactive:         632552 kB
Active(anon):      84720 kB
Inactive(anon):   511908 kB
Active(file):      34296 kB
Inactive(file):   120644 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097148 kB
SwapFree:        2096892 kB
Dirty:               136 kB
Writeback:             0 kB
AnonPages:        591888 kB
Mapped:           402980 kB
Shmem:              6220 kB
KReclaimable:     272484 kB
Slab:             651868 kB
SReclaimable:     272484 kB
SUnreclaim:       379384 kB
KernelStack:       31552 kB
PageTables:        28192 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    548789860 kB
Committed_AS:    6586468 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      156832 kB
VmallocChunk:          0 kB
Percpu:           119168 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     1062376 kB
DirectMap2M:     7811072 kB
DirectMap1G:    1180696576 kB
